resourceId,resourceName,resourceType,observationText,observationType,observationPhase,observationTime,observationTimeUnits,doi
fe5b49ff-6d77-4de3-adc3-0fc97fd076e4,GI-ME-N,['Cell Line'],The GI-ME-N cell line was established from a neuroblastoma patient at the Gaslini Institute.,['Depositor Comment'],,,,https://doi.org/10.1038/sj.bjc.6605876
fe5b49ff-6d77-4de3-adc3-0fc97fd076e4,GI-ME-N,['Cell Line'],The GI-ME-N cell line showed high expression of the MYCN oncogene.,['Genomics'],,,,https://doi.org/10.1038/sj.bjc.6605876
fe5b49ff-6d77-4de3-adc3-0fc97fd076e4,GI-ME-N,['Cell Line'],The GI-ME-N cell line was sensitive to treatment with the MDM2 inhibitor Nutlin-3a.,['Drug Response'],,,,https://doi.org/10.1158/1078-0432.CCR-08-0349
fe5b49ff-6d77-4de3-adc3-0fc97fd076e4,GI-ME-N,['Cell Line'],The GI-ME-N cell line had a doubling time of 36 hours and a clonogenicity of 82 colonies per well after 10 days of culture in semi-solid medium.,['Growth Characteristics'],,,,https://doi.org/10.1203/00006450-199001000-00001
fe5b49ff-6d77-4de3-adc3-0fc97fd076e4,GI-ME-N,['Cell Line'],"The GI-ME-N cell line was highly tumorigenic in nude mice, with a lag time of 4.6 days and 100% of grafted animals developing tumors with a survival time of 87.3 days.",['Tumorigenicity'],,,,https://doi.org/10.1203/00006450-199001000-00001
fe5b49ff-6d77-4de3-adc3-0fc97fd076e4,GI-ME-N,['Cell Line'],"The GI-ME-N cell line expressed high levels of neuroblastoma-specific membrane markers UJ13A, 126.4, 390, and 459, but was negative for HLA class I antigen expression.",['Biomarkers'],,,,https://doi.org/10.1203/00006450-199001000-00001
fe5b49ff-6d77-4de3-adc3-0fc97fd076e4,GI-ME-N,['Cell Line'],The GI-ME-N cell line had a near-tetraploid karyotype with a modal number of 92 chromosomes and preferential deletion of chromosome 6q in later passages.,['Cytogenetics'],,,,https://doi.org/10.1203/00006450-199001000-00001
fe5b49ff-6d77-4de3-adc3-0fc97fd076e4,GI-ME-N,['Cell Line'],The GI-ME-N cell line exhibited a differentiated neuroblast-like morphology with long neuritic processes and a relatively smooth cell surface under microscopy.,['Morphology'],,,,https://doi.org/10.1203/00006450-199001000-00001
fe5b49ff-6d77-4de3-adc3-0fc97fd076e4,GI-ME-N,['Cell Line'],The GI-ME-N cell line was established from the bone marrow metastasis of a 2-year-old girl with stage IV neuroblastoma who had elevated levels of vanillylmandelic acid and homovanillic acid in urine.,['Depositor Comment'],,,,https://doi.org/10.1203/00006450-199001000-00001
fe5b49ff-6d77-4de3-adc3-0fc97fd076e4,GI-ME-N,['Cell Line'],"The GI-ME-N cell line showed a single copy of the N-myc oncogene but did not express detectable levels of N-myc transcript, possibly due to the short exposure time used in the assay.","['Genomics', 'Gene Expression']",,,,https://doi.org/10.1203/00006450-199001000-00001
fe5b49ff-6d77-4de3-adc3-0fc97fd076e4,GI-ME-N,['Cell Line'],The GI-ME-N cell line exhibited a clonogenic potential of 82 colonies per well after 10 days of culture in semi-solid medium.,['Growth Characteristics'],,,,https://doi.org/10.1203/00006450-199001000-00001
fe5b49ff-6d77-4de3-adc3-0fc97fd076e4,GI-ME-N,['Cell Line'],"The patient from whom the GI-ME-N cell line was derived had a poor response to chemotherapy with cyclophosphamide, adriamycin, vincristine, peptichemio, and cisplatin, and died 11 months after diagnosis with progressive disease.",['Depositor Comment'],,,,https://doi.org/10.1203/00006450-199001000-00001
